Feature	Description	Normal_1	Normal_2	Normal_3	Normal_4	Normal_5	Normal_6	Normal_7	Normal_8	Barrett's Esophagus_1	Barrett's Esophagus_2	Barrett's Esophagus_3	Barrett's Esophagus_4	Barrett's Esophagus_5	Barrett's Esophagus_6	Barrett's Esophagus_7	Barrett's Esophagus_8	EAC_1	EAC_2	EAC_3	EAC_4	EAC_5	EAC_6	EAC_7	EAC_8
ACAP2	NA	5.665918654	5.675609926	4.943695345	4.707945027	4.829787403	5.197779506	4.353369297	5.065477272	5.070765375	5.257492659	5.482289322	4.308335519	5.197149868	4.673452953	5.614590814	4.94195661	3.994680215	4.654025652	5.387062318	5.323421945	4.800325616	5.003723744	5.154162232	5.2557674
ACAT1	NA	7.193234928	7.247792582	6.613786822	6.039778407	7.016430296	7.050729448	7.026515615	8.300801793	7.010402116	7.503124237	6.868806529	6.486465621	7.179688994	6.584376942	6.827954209	7.057725806	6.49375384	6.798275178	6.892641641	7.468456192	7.07614693	7.568740773	6.763076268	7.138787632
ACAT2	NA	6.953684211	7.091991668	7.111593679	6.756932389	6.433261584	7.220446987	7.057381453	5.581991418	5.879974171	6.062388885	6.760646414	6.957402219	6.659422117	6.627776791	7.045863681	7.0052449	6.351757937	5.488524418	5.833640462	6.221186414	6.544343407	6.86286251	5.976858395	6.240275845
ACBD3	NA	6.935000053	6.537530381	6.033819801	6.086469675	6.097636974	6.261628021	6.759101824	6.106260902	6.278568766	6.339267001	6.42443666	6.139344841	6.343870087	6.680962451	6.720000985	6.261143244	6.100054927	6.145060966	6.500080041	6.8317421	6.264567416	6.008031042	6.450065955	6.563008986
ACBD4	NA	5.21166956	5.45275372	5.866184731	5.238036436	5.593595516	5.575949103	5.469746482	6.106354513	5.70511492	5.790877182	5.589119566	5.173887288	5.819489282	5.111385197	5.547128665	5.517452896	5.542047551	6.013959625	5.707774496	5.433285227	5.94437294	5.877175401	6.447305863	5.415655859
ACCN1	NA	4.351567427	3.502549876	4.475061501	3.261935314	3.169685581	4.874433673	3.56671182	2.63188884	2.424802726	3.117949906	2.985681938	4.252771799	4.286341385	4.733563401	3.377587516	3.688879454	2.827313622	3.310543013	3.068052935	2.879198457	3.269568939	2.701361213	4.42604352	3.126760536
ACCN2	NA	4.150055616	4.562783245	5.129708559	4.624499694	4.79421029	4.421687041	4.99192695	5.06903195	3.522561527	4.314447777	4.703070752	4.020867356	4.810496003	3.932257972	3.956206068	4.521112317	3.866719178	4.88185348	4.07170639	4.116133659	5.009471274	4.147885329	3.659465359	4.465717172
ACCN3	NA	3.747148362	4.543294782	4.418840608	4.904533763	3.992680908	4.475061501	3.478158423	4.280824129	4.333361463	3.819907717	4.305415532	3.970291914	3.929862924	3.860729711	4.558078578	4.382026635	5.040194096	4.615120517	4.146304301	4.351567427	4.053522568	4.649187071	3.377587516	4.238444906
ACCN4	NA	3.693866996	3.777348102	4.779123493	4.160444364	3.703768067	3.73289634	2.975529566	3.417726684	2.459588842	3.499533282	3.693866996	3.663561646	3.580737295	3.681351188	3.676300672	3.583518938	4.209160237	3.424262655	4.585987367	3.437207819	3.610917913	4.262679877	3.988984047	3.696351469
ACD	NA	5.322033893	5.738827816	5.542830944	5.820379622	5.691372455	5.818003619	5.728149831	6.512487996	5.487283466	5.614951261	4.990432587	5.957390567	6.09289234	5.95246381	5.250176991	5.536940489	5.950902935	6.153370789	4.967727793	6.216007119	6.043819777	6.340359304	5.934364955	5.316157285
ACE	NA	2.694627181	2.687847494	3.100092289	3.095577609	3.122364924	2.766319109	1.974081026	1.916922612	4.117409835	4.301358732	3.005682604	4.434381865	4.401829262	3.044522438	2.901421594	3.374168709	2.602689685	3.6558396	4.532599493	2.87356464	3.465735903	2.2300144	2.821378886	3.848017675
ACE2	NA	5.046230965	5.084207917	4.554890821	5.008786324	4.187266126	4.881873605	5.229745985	3.330991305	6.356346319	7.021580147	5.198789214	4.671478423	4.02218319	4.448688707	7.493758712	6.169887087	4.134340274	6.030558118	4.512261355	6.231805102	4.460476423	3.041679906	5.081385075	5.708403059
ACHE	NA	3.029906972	3.438723627	3.164719463	3.645349071	2.866078262	2.736983533	2.980480615	3.060837858	4.139820606	4.531320488	4.110133024	2.68822851	2.632680888	3.317072989	3.216271545	3.168474124	4.994758504	4.270280907	4.126445846	3.414692102	3.190719579	2.351683505	4.596305223	4.833911473
ACIN1	NA	5.575570244	5.239098007	5.067645549	3.990834186	5.461286195	5.611301622	5.564520407	5.326418797	5.563370321	5.284218442	5.347583608	5.218191322	5.373424839	5.503296947	5.123963979	5.470167623	5.581238122	5.819192326	5.266826699	5.131672289	5.528635122	5.475626382	5.730424406	5.596197264
ACLY	NA	6.15141394	5.983080269	6.122991017	6.187028843	6.248056398	6.335243169	6.431799656	6.035880856	6.3983037	6.066148109	6.154632343	6.208416374	6.534588539	6.233488466	6.3559134	6.74606782	6.216018605	6.380769759	6.139607645	6.569129038	6.241040969	6.730242455	6.071080921	6.495950109
ACN9	NA	4.382026635	4.120661871	4.056988776	3.779633817	4.146304301	5.229503051	4.93878119	4.273884476	5.218191322	4.309455942	4.816241156	3.526360525	4.248495242	5.286244785	5.069532935	4.729156166	4.946629964	4.48863637	5.571012697	5.009301071	4.600157644	4.346399457	4.007333185	5.084505143
ACO1	NA	6.425840999	6.514119923	6.644310431	6.382661683	6.756699804	6.779126136	6.185179288	7.891704659	7.583705435	6.928733685	6.680352671	6.705516688	6.741346441	6.851819647	6.790659507	6.902541712	7.097548851	7.009860502	6.768148325	6.681732587	6.759487262	7.042111331	6.74429473	6.822741905
ACO2	NA	6.251648194	6.312555279	6.412131006	6.513051575	6.671168796	6.468841845	5.940156987	6.773464584	6.564238297	6.547601773	6.065906958	6.188976609	6.317346104	6.725554196	6.737102056	6.758240412	6.703310632	5.918536677	5.968396502	6.531203714	6.562779393	6.253451099	6.07968985	6.384771697
ACOT11	NA	5.010623961	4.721587209	5.298492336	5.489061507	4.84489958	5.38177727	4.070594897	4.427899432	5.084548657	5.438482549	5.264381331	5.125046989	4.698188759	3.761064889	4.856741881	5.336075838	5.463278497	4.998519002	4.505791034	5.320846113	5.257267998	5.019942137	5.512424877	4.984513333
ACOT13	NA	5.863915226	6.206979071	6.100767282	5.888323788	5.924790414	5.896879105	6.14354165	6.609888181	5.771129548	6.162893663	5.85878993	5.721622393	6.122273487	5.965633787	6.197054939	5.98670323	5.751937517	5.933570569	6.848960232	5.885548322	5.856503562	6.473427626	6.263969528	6.212405675
ACOT7	NA	6.039688575	5.947960234	6.525234894	6.678236965	6.154609205	6.327403655	6.040728296	5.817668088	6.219442254	5.726768218	6.219076472	6.85293386	6.419545278	5.872575426	6.151651763	6.610033237	5.921713204	6.34881491	5.791141895	5.921417104	6.218610933	6.095015532	5.728027905	5.983319375
ACOT8	NA	5.933040627	6.000424288	6.309008774	6.534950953	6.197665378	5.938854597	5.96383638	5.652839996	6.102111067	5.795449663	6.137727054	5.540871311	5.441118165	6.159306783	6.143756357	6.052324435	6.58837612	6.222179364	5.995456568	5.940434376	5.942274303	5.757323242	6.199291394	5.868731782
ACOT9	NA	5.578597109	4.945207489	4.812997033	4.789988623	5.952723719	5.714722415	5.685618504	6.76952716	6.661087183	6.62658529	5.864199196	6.600006544	6.617135563	6.105908681	5.677096209	6.361475174	6.825025631	6.531606225	5.734634938	6.285066562	6.125776885	6.823721283	6.349488581	6.115229654
ACOX1	NA	4.853928258	4.88690733	4.479663855	4.656054846	4.418091554	4.586221146	5.387069743	3.996196455	4.531372227	4.343813403	4.544361575	4.466584808	3.927892872	4.183834959	4.511732385	4.957619536	4.942331933	4.050089057	4.534872821	3.899269859	4.360055229	3.764340209	4.630947069	4.210953847
ACOX2	NA	5.23324537	5.385412073	6.050676407	5.784747833	5.436338664	5.471429984	5.196838198	6.247462435	5.168777995	5.726847748	5.502074204	5.39906727	5.658436373	3.889777396	5.147494477	5.459585514	2.332143895	4.793308128	5.552571913	3.086486637	5.69675786	5.558756703	3.342861805	4.553876892
ACOX3	NA	6.309490542	6.037331785	6.42174012	6.568489701	6.084494873	6.249434596	6.095043806	5.437273745	5.643757799	5.476374435	6.083918184	6.051623208	5.700672489	5.723384177	5.780895813	5.568895596	5.440153263	4.60590864	5.562064038	5.303748759	6.149370989	5.702017028	5.723459333	4.430823885
ACOXL	NA	1.960094784	1.648658626	0.470003629	1.987874348	2.066862759	1.410986974	1.840549633	1.193922468	0.262364264	0.587786665	0.336472237	3.288401888	0.832909123	1.064710737	1.223775432	0.993251773	1.547562509	1.335001067	1.30833282	0.693147181	3.210843653	0.470003629	0.530628251	0.530628251
ACP1	NA	6.57672059	6.376171314	5.986429193	5.846966503	6.28521291	6.518116716	6.476788268	6.453001534	6.52586998	6.173830684	6.397070967	6.383505531	6.538302216	6.427005764	6.383006219	6.38809362	6.514445034	6.682628285	6.760289093	6.152806386	6.332302528	6.461017283	6.085855488	7.00828998
ACP2	NA	6.392586906	6.302435809	6.541607033	7.021083964	6.52649486	6.526934002	6.438871023	6.132095677	6.927459862	6.697404549	6.626187808	7.098045005	6.775366091	6.828928498	6.272310809	6.872335334	6.845454253	7.165416192	6.592496439	6.150176238	6.4887489	6.721184708	7.141799205	6.77958094
ACP5	NA	6.707961976	6.554218264	6.919288515	7.653067874	6.735067171	6.90895456	6.520179204	5.380358077	6.008813185	5.747161198	6.710157635	6.406879986	6.810583367	6.686235409	6.315538817	6.263017238	5.740435792	6.098298976	7.153521008	6.246106765	6.546785411	6.064947324	6.363200502	6.207784873
ACP6	NA	6.663132696	6.796376691	6.91750757	7.001518809	6.297293465	6.481117606	6.30718728	6.510853402	6.607055509	6.776164859	6.783664894	6.20516364	5.937272318	6.841081146	6.439510103	6.847474348	6.895176497	7.196986151	6.608405402	6.592222278	6.089498287	6.975320465	6.95511585	6.56173763
ACPP	NA	7.889796298	7.709532624	6.728628613	6.815530335	6.774566685	7.645397699	7.756366562	4.276666119	5.980150787	5.74748033	6.67355078	5.502889532	6.452837287	5.997695097	7.137755271	6.793578234	5.309751744	4.091005661	4.237000863	5.825409963	6.886940139	4.543294782	5.918356075	5.589493328
ACR	NA	3.572345638	3.254242969	3.80666249	3.972176928	3.561046083	3.113515309	4.050044303	3.109060959	3.681351188	3.27336401	3.605497845	2.208274414	4.347693956	4.044804117	4.377014093	3.353406718	3.465735903	3.42751469	4.576770711	3.749504076	3.258096538	3.104586678	4.075841091	3.937690752
ACRV1	NA	5.177152623	5.201754924	5.508989422	5.703064216	5.179960855	5.128286965	4.81568418	4.926608436	4.855901469	5.051161125	5.277998689	5.319020453	5.13659977	4.963327646	4.99880661	5.004720634	5.308324441	4.824088476	5.023834864	5.000324094	4.715530561	4.842088691	5.381491094	4.854159595
ACSBG1	NA	3.505976559	4.009806397	3.333421141	3.304000313	3.637876934	2.761689539	2.431763215	4.722535862	2.763045093	3.954645581	2.634572995	3.777910704	2.556144474	3.545970881	2.458491869	3.334888619	2.180146071	1.946420093	3.778216598	3.64423497	3.425687693	2.301132986	3.584536421	3.974164383
ACSBG2	NA	4.324132656	4.891851758	4.990432587	5.356114465	4.504244267	4.670021158	3.411147713	4.789988623	4.316153891	4.976733742	5.259576538	3.020424886	4.862908382	4.710430697	4.777441407	4.664382046	3.198673118	5.047288612	4.833898116	4.082609306	3.815512105	4.143134726	3.280911216	4.485259889
ACSF2	NA	5.81263688	5.581614841	6.002157177	5.639421715	5.909169304	5.756374925	5.687314282	4.048300624	5.526249435	4.820281566	5.465102184	4.345103281	5.013963084	5.450609177	4.332048265	5.812935789	5.457029058	6.112575373	5.570631962	5.12455904	5.831002325	5.502889532	4.785823686	5.235377567
ACSL1	NA	7.425328472	6.923654183	6.683429472	6.36410364	6.475599415	7.212726774	6.995649854	6.858956014	6.324876577	6.514509193	7.033844647	6.287468972	7.06740688	6.814667978	6.813692618	6.369460891	7.114266294	5.878859635	5.637194525	6.600529429	6.56590273	6.40651506	5.24388153	5.894303218
ACSL3	NA	6.591846722	6.760816796	5.616060119	5.342479567	6.556650249	6.038946415	6.726851303	6.264783431	6.384685932	6.669547394	6.618885775	6.246358925	6.441231396	6.141980016	7.129395182	6.226359956	6.782112303	6.371486349	6.781459745	7.306947294	6.43098723	6.264088074	6.616909538	6.079930423
ACSL4	NA	4.436751534	4.854371272	4.191168747	3.446807893	4.128745989	4.436751534	4.359269648	5.153869462	5.689007189	5.120386158	4.633757643	5.618950539	5.44932024	3.47506723	5.098646171	4.610157727	5.207845463	5.078293943	5.242275976	5.715711046	4.48638665	5.07454862	4.844974178	5.713402718
ACSL5	NA	5.714722415	5.596939379	5.309257307	5.581238122	5.672291808	5.320078858	5.623295224	5.017279837	7.196836372	6.961769867	6.475278622	5.453610251	5.373888553	5.605434352	6.941770158	7.267525428	6.563573399	6.75413779	7.214504414	6.357842267	4.937347498	6.039301877	7.113549192	7.72281031
ACSL6	NA	4.272562663	4.471369462	4.625969415	4.543714112	4.318795867	4.566518251	3.605092537	3.96682851	4.106603249	4.100470045	4.815474101	4.439171192	4.688228419	3.530593624	3.963615567	3.772576797	4.822296432	4.415959455	4.105005578	4.337314026	3.628353295	3.962176313	3.882852686	3.990075823
ACSM1	NA	2.708050201	2.014903021	3.202746443	3.113515309	3.126760536	4.410371108	3.044522438	2.595254707	2.493205453	2.451005098	2.721295428	2.493205453	2.48490665	3.039749159	2.493205453	2.028148247	2.140066163	2.714694744	2.809402695	1.931521412	1.916922612	3.317815773	2.4765384	2.721295428
ACSM3	NA	3.223621235	3.990037463	3.886132088	2.755705291	3.526654556	3.413250919	3.825778775	3.946890503	4.813199914	3.541022332	3.83135143	2.90649778	3.342930474	4.824689111	3.602119254	5.326867989	3.67192329	5.260118821	4.641855822	4.982266866	3.139851357	4.842151203	4.946945829	6.591515703
ACSM5	NA	3.558566254	3.37421562	3.897819153	4.130380847	3.335142291	3.686925642	3.201580102	4.460862265	3.787894879	3.679020389	3.400480201	3.447416067	3.433628075	4.003490356	3.261296337	3.383383793	4.325503522	4.167357011	4.640773928	3.669473306	3.4008417	4.327130537	4.301079572	3.221715744
ACSS3	NA	5.443715569	5.10533923	5.234844944	5.519458915	5.203457086	5.417432847	4.924350925	4.844974178	4.80811103	5.139321635	4.604169686	4.853591544	5.145166187	5.177279038	5.14107859	4.927253685	4.703203926	4.620058798	4.848116365	4.868303386	5.281679725	4.805659047	5.00327494	4.48863637
ACTA1	NA	4.75272775	3.817712326	4.766438334	4.84103251	8.196243849	3.46260601	4.036008985	4.322807275	4.492001488	4.099332104	3.813307032	4.321480135	4.559126247	3.983413002	2.850706502	3.086486637	3.693866996	3.918005077	4.160444364	2.917770732	8.183732416	3.686376324	4.058717385	2.415913778
ACTA2	NA	6.271238815	6.0691123	7.215814065	7.055426269	7.174681591	6.845266241	6.44751478	7.074605765	6.787749774	6.94542377	5.731170065	7.083580925	6.133707187	6.429087732	6.176952575	6.444445862	6.169475366	5.544765975	6.413948425	6.406693968	6.985707899	6.903254139	6.672762616	6.334603493
ACTB	NA	9.867603193	10.01788495	10.19474128	10.38147897	10.23654977	9.823483109	10.10157569	9.914783163	9.642980895	9.849919196	9.956889941	10.27547281	10.09079268	10.52837518	9.811434061	9.893898897	10.07922592	9.822930061	10.18656036	9.795936216	10.23680965	9.710987308	10.15010141	9.931544424
ACTC1	NA	4.641502115	5.91539311	6.470799504	5.2907891	6.591536548	5.864766894	5.472270674	6.574796862	7.360103973	8.121094085	5.416544748	6.884486652	5.342812606	5.760162808	6.298029707	5.789042319	6.209595557	5.435467205	5.948296052	5.996203301	6.867349864	6.481117606	5.86021626	5.476881874
ACTG1	NA	10.0446465	10.00447033	10.26807974	10.40351012	10.2190172	10.01023326	10.23147767	9.505882918	9.787781408	9.773086018	10.10291409	10.48039142	10.23789826	10.49019045	9.947590182	9.978388077	10.23922207	10.00098292	10.2027415	9.968064669	10.28542223	9.70216574	10.22038927	10.00570006
ACTG2	NA	7.592063511	7.641660452	9.282074815	8.355144739	9.429805165	8.327750338	7.739750941	9.932798751	8.884402454	9.698938792	5.980909033	8.311054239	5.792403666	7.402634431	7.414392142	8.352412883	5.658087515	5.098646171	7.216415758	7.783932099	9.490007914	9.627852621	6.874405299	7.089076335
ACTL6A	NA	6.345636361	5.879415043	5.996203301	5.704115752	6.072353051	6.398428531	5.587248658	5.80121162	6.451575656	6.299133053	6.038348133	6.014692673	5.945158794	6.057720343	5.889154928	5.645800192	6.387384242	6.333457232	6.674308835	6.594550249	6.193384462	6.375365477	6.975787689	6.025382765
ACTL6B	NA	2.343559384	2.064855853	2.114437728	2.461120572	1.897294954	2.062598513	1.855442767	2.38568118	1.972341894	2.007109259	2.132184296	2.068063048	1.93830153	1.705573856	1.836502052	1.81879308	2.453525489	2.090643246	2.114437728	1.914320698	1.997814295	1.633451897	2.344525835	2.007109259
ACTL7A	NA	2.079441542	2.091864062	2.397895273	2.844909384	2.219203484	1.945910149	2.116255515	2.00148	2.2300144	2.272125886	2.58021683	2.251291799	1.568615918	1.960094784	2.028148247	2.415913778	2.681021529	2.493205453	2.63905733	1.808288771	2.041220329	1.722766598	2.302585093	2.517696473
ACTL7B	NA	3.044522438	2.433613355	2.809402695	2.912350665	2.740840024	2.57261223	2.844909384	2.646174797	2.341805806	2.721295428	3.126760536	3.000719815	2.674148649	3.349904087	2.791165108	2.701361213	3.034952987	2.687847494	2.370243741	2.740840024	2.186051277	2.140066163	3.713572067	2.727852828
ACTL8	NA	2.63188884	2.949688335	3.860729711	3.292126287	2.954910279	3.113515309	2.965273066	2.468099531	7.525963373	2.493205453	3.437207819	3.218875825	3.621670704	2.944438979	3.728100167	2.509599262	7.803190029	4.160444364	2.778819272	3.77505715	2.803360381	2.4765384	2.57261223	2.4765384
ACTN1	NA	7.26725158	6.786134479	7.341225868	7.423249443	7.876501922	6.982724763	7.24926044	8.910358053	7.79828715	8.394058896	7.342955041	8.510464479	7.960401722	7.042871793	7.338534473	7.271200256	7.551257943	7.520529324	7.573341309	7.771246474	7.83836484	8.453126063	7.852367481	7.452237535
ACTN2	NA	3.429063146	3.890994347	4.184191722	3.799579996	4.280710401	2.947051792	3.194518138	4.889589063	3.035460863	4.329063264	3.505417195	3.799995825	3.464587457	2.99176506	3.295852784	3.603589608	3.839009766	2.754852619	3.796986846	3.355775982	3.925663329	4.399951477	3.676735437	3.392945342
ACTN3	NA	4.788324729	4.821087692	5.199049365	5.231643233	4.789157022	5.219815138	4.880526609	4.853591544	4.384523515	4.53044664	4.573679519	4.85903691	4.542230386	4.404277244	4.840242308	4.746669748	4.369447852	4.300002799	4.623010104	4.394449155	5.078293943	4.844187086	4.452019006	3.96271612
ACTN4	NA	8.071811928	7.913301535	7.320262202	7.328240354	7.96551085	7.48144302	7.680498914	7.384051568	8.286319842	8.395364483	8.16325735	8.280102834	7.471192328	8.154902509	8.238457646	8.15596504	8.392966943	8.545761212	8.340718508	8.364438204	7.574969078	8.336965441	8.212107212	8.497051707
ACTR10	NA	7.961962774	7.853604813	7.456454555	6.790996718	7.539186618	7.772289451	7.961335334	7.962276346	7.711325141	7.704270993	7.721836082	7.331976716	7.835144198	8.029693393	7.930709677	7.938124415	7.480146258	7.118016204	7.868598638	7.56589685	7.759827439	7.609961304	7.057209232	7.837633284
